Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model 1]	Parameter Value[Column type 1]	Parameter Value[Guard column]	Parameter Value[Column model 2]	Parameter Value[Column type 2]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
plasma_ssa_011	Extraction	Dilution of 1:140	None	plasma_ssa_011	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_011	FILES/RAW_FILES/plasma_ssa_011.d.zip	Data transformation	plasma_ssa_011		Metabolite identification	plasma_ssa_011	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_012	Extraction	Dilution of 1:140	None	plasma_ssa_012	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_012	FILES/RAW_FILES/plasma_ssa_012.d.zip	Data transformation	plasma_ssa_012		Metabolite identification	plasma_ssa_012	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_013	Extraction	Dilution of 1:140	None	plasma_ssa_013	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_013	FILES/RAW_FILES/plasma_ssa_013.d.zip	Data transformation	plasma_ssa_013		Metabolite identification	plasma_ssa_013	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_014	Extraction	Dilution of 1:140	None	plasma_ssa_014	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_014	FILES/RAW_FILES/plasma_ssa_014.d.zip	Data transformation	plasma_ssa_014		Metabolite identification	plasma_ssa_014	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_015	Extraction	Dilution of 1:140	None	plasma_ssa_015	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_015	FILES/RAW_FILES/plasma_ssa_015.d.zip	Data transformation	plasma_ssa_015		Metabolite identification	plasma_ssa_015	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_016	Extraction	Dilution of 1:140	None	plasma_ssa_016	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_016	FILES/RAW_FILES/plasma_ssa_016.d.zip	Data transformation	plasma_ssa_016		Metabolite identification	plasma_ssa_016	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_017	Extraction	Dilution of 1:140	None	plasma_ssa_017	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_017	FILES/RAW_FILES/plasma_ssa_017.d.zip	Data transformation	plasma_ssa_017		Metabolite identification	plasma_ssa_017	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_018	Extraction	Dilution of 1:140	None	plasma_ssa_018	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_018	FILES/RAW_FILES/plasma_ssa_018.d.zip	Data transformation	plasma_ssa_018		Metabolite identification	plasma_ssa_018	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_019	Extraction	Dilution of 1:140	None	plasma_ssa_019	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_019	FILES/RAW_FILES/plasma_ssa_019.d.zip	Data transformation	plasma_ssa_019		Metabolite identification	plasma_ssa_019	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_020	Extraction	Dilution of 1:140	None	plasma_ssa_020	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_020	FILES/RAW_FILES/plasma_ssa_020.d.zip	Data transformation	plasma_ssa_020		Metabolite identification	plasma_ssa_020	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_021	Extraction	Dilution of 1:140	None	plasma_ssa_021	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_021	FILES/RAW_FILES/plasma_ssa_021.d.zip	Data transformation	plasma_ssa_021		Metabolite identification	plasma_ssa_021	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_022	Extraction	Dilution of 1:140	None	plasma_ssa_022	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_022	FILES/RAW_FILES/plasma_ssa_022.d.zip	Data transformation	plasma_ssa_022		Metabolite identification	plasma_ssa_022	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_023	Extraction	Dilution of 1:140	None	plasma_ssa_023	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_023	FILES/RAW_FILES/plasma_ssa_023.d.zip	Data transformation	plasma_ssa_023		Metabolite identification	plasma_ssa_023	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_024	Extraction	Dilution of 1:140	None	plasma_ssa_024	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_024	FILES/RAW_FILES/plasma_ssa_024.d.zip	Data transformation	plasma_ssa_024		Metabolite identification	plasma_ssa_024	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_025	Extraction	Dilution of 1:140	None	plasma_ssa_025	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_025	FILES/RAW_FILES/plasma_ssa_025.d.zip	Data transformation	plasma_ssa_025		Metabolite identification	plasma_ssa_025	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_026	Extraction	Dilution of 1:140	None	plasma_ssa_026	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_026	FILES/RAW_FILES/plasma_ssa_026.d.zip	Data transformation	plasma_ssa_026		Metabolite identification	plasma_ssa_026	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_027	Extraction	Dilution of 1:140	None	plasma_ssa_027	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_027	FILES/RAW_FILES/plasma_ssa_027.d.zip	Data transformation	plasma_ssa_027		Metabolite identification	plasma_ssa_027	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_028	Extraction	Dilution of 1:140	None	plasma_ssa_028	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_028	FILES/RAW_FILES/plasma_ssa_028.d.zip	Data transformation	plasma_ssa_028		Metabolite identification	plasma_ssa_028	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_029	Extraction	Dilution of 1:140	None	plasma_ssa_029	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_029	FILES/RAW_FILES/plasma_ssa_029.d.zip	Data transformation	plasma_ssa_029		Metabolite identification	plasma_ssa_029	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_030	Extraction	Dilution of 1:140	None	plasma_ssa_030	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_030	FILES/RAW_FILES/plasma_ssa_030.d.zip	Data transformation	plasma_ssa_030		Metabolite identification	plasma_ssa_030	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_094	Extraction	Dilution of 1:140	None	plasma_ssa_094	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_094	FILES/RAW_FILES/plasma_ssa_094.d.zip	Data transformation	plasma_ssa_094		Metabolite identification	plasma_ssa_094	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_098	Extraction	Dilution of 1:140	None	plasma_ssa_098	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_098	FILES/RAW_FILES/plasma_ssa_098.d.zip	Data transformation	plasma_ssa_098		Metabolite identification	plasma_ssa_098	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_100	Extraction	Dilution of 1:140	None	plasma_ssa_100	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_100	FILES/RAW_FILES/plasma_ssa_100.d.zip	Data transformation	plasma_ssa_100		Metabolite identification	plasma_ssa_100	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_104	Extraction	Dilution of 1:140	None	plasma_ssa_104	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_104	FILES/RAW_FILES/plasma_ssa_104.d.zip	Data transformation	plasma_ssa_104		Metabolite identification	plasma_ssa_104	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_110	Extraction	Dilution of 1:140	None	plasma_ssa_110	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_110	FILES/RAW_FILES/plasma_ssa_110.d.zip	Data transformation	plasma_ssa_110		Metabolite identification	plasma_ssa_110	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_111	Extraction	Dilution of 1:140	None	plasma_ssa_111	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_111	FILES/RAW_FILES/plasma_ssa_111.d.zip	Data transformation	plasma_ssa_111		Metabolite identification	plasma_ssa_111	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_113	Extraction	Dilution of 1:140	None	plasma_ssa_113	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_113	FILES/RAW_FILES/plasma_ssa_113.d.zip	Data transformation	plasma_ssa_113		Metabolite identification	plasma_ssa_113	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_118	Extraction	Dilution of 1:140	None	plasma_ssa_118	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_118	FILES/RAW_FILES/plasma_ssa_118.d.zip	Data transformation	plasma_ssa_118		Metabolite identification	plasma_ssa_118	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_122	Extraction	Dilution of 1:140	None	plasma_ssa_122	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_122	FILES/RAW_FILES/plasma_ssa_122.d.zip	Data transformation	plasma_ssa_122		Metabolite identification	plasma_ssa_122	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_123	Extraction	Dilution of 1:140	None	plasma_ssa_123	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_123	FILES/RAW_FILES/plasma_ssa_123.d.zip	Data transformation	plasma_ssa_123		Metabolite identification	plasma_ssa_123	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_127	Extraction	Dilution of 1:140	None	plasma_ssa_127	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_127	FILES/RAW_FILES/plasma_ssa_127.d.zip	Data transformation	plasma_ssa_127		Metabolite identification	plasma_ssa_127	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_130	Extraction	Dilution of 1:140	None	plasma_ssa_130	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_130	FILES/RAW_FILES/plasma_ssa_130.d.zip	Data transformation	plasma_ssa_130		Metabolite identification	plasma_ssa_130	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_132	Extraction	Dilution of 1:140	None	plasma_ssa_132	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_132	FILES/RAW_FILES/plasma_ssa_132.d.zip	Data transformation	plasma_ssa_132		Metabolite identification	plasma_ssa_132	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_133	Extraction	Dilution of 1:140	None	plasma_ssa_133	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_133	FILES/RAW_FILES/plasma_ssa_133.d.zip	Data transformation	plasma_ssa_133		Metabolite identification	plasma_ssa_133	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_134	Extraction	Dilution of 1:140	None	plasma_ssa_134	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_134	FILES/RAW_FILES/plasma_ssa_134.d.zip	Data transformation	plasma_ssa_134		Metabolite identification	plasma_ssa_134	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_135	Extraction	Dilution of 1:140	None	plasma_ssa_135	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_135	FILES/RAW_FILES/plasma_ssa_135.d.zip	Data transformation	plasma_ssa_135		Metabolite identification	plasma_ssa_135	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_136	Extraction	Dilution of 1:140	None	plasma_ssa_136	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_136	FILES/RAW_FILES/plasma_ssa_136.d.zip	Data transformation	plasma_ssa_136		Metabolite identification	plasma_ssa_136	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
